"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"1534","jan 27_3",0,2,39,5,3,4,"Yes",3,716,-2,0,"R_1fdTSwtebuHFh0w",1,"Liberal","Neutral",0,0,1
"1535","jan 27_3",1,7,67,3.6,0,2,"Yes",1,1053,0,0,"R_ZfuHoUFufD4XMid",1,"Moderate","Neutral",0,1,1
"1536","jan 27_3",1,7,35,5,0,2,"Yes",3,620,-1,0,"R_0IDbKSYXIM98Wbf",1,"Liberal","Neutral",0,1,1
"1537","jan 27_3",0,1,18,4.6,2,2,"Yes",1,886,-3,0,"R_33drTBulF0fb9Rv",1,"Liberal","Neutral",0,0,1
"1538","jan 27_3",0,5,46,4.5,1,2,"Yes",1,1259,-1,0,"R_12imXEd6Q0SQUZA",1,"Liberal","Neutral",0,0,1
"1539","jan 27_3",0,3,21,4.2,0,0,"No",3,538,3,0,"R_UFN4ScDCQGdsM49",1,"Conservative","Neutral",0,0,1
"1540","jan 27_3",1,4,25,4.6,3,2,"No",4,535,1,0,"R_1QE4auEFhY8Moki",1,"Conservative","Neutral",0,1,1
"1541","jan 27_3",1,5,38,4.7,1,2,"No",2,1233,1,0,"R_1FR1ZdjALrYfcYW",1,"Conservative","Neutral",0,1,1
"1542","jan 27_3",1,7,34,2.7,0,0,"No",4,3466,-2,0,"R_1oFqDRx2L9D9ph6",1,"Liberal","Neutral",0,1,1
"1543","jan 27_3",0,3,20,3.3,1,2,"No",1,686,0,0,"R_ZajgKmeKH33sm9X",1,"Moderate","Neutral",0,0,1
"1544","jan 27_3",0,3,21,5,2,1,"No",3,3473,-3,0,"R_4YeSSPwAkivbsvD",1,"Liberal","Neutral",0,0,1
"1545","jan 27_3",1,7,31,3,0,2,"Yes",1,2188,0,0,"R_2ylbqdhbBq30w9Y",1,"Moderate","Neutral",0,1,1
"1546","jan 27_3",1,7,22,3,0,2,"No",1,1586,0,1,"R_C7Yq4AAmIHkCLJv",1,"Moderate","Neutral",0,1,1
"1547","jan 27_3",1,7,38,3.8,2,2,"Yes",2,1098,0,1,"R_2VJS8811boRJPpJ",1,"Moderate","Neutral",0,1,1
"1548","jan 27_3",0,1,53,3.8,0,3,"Yes",4,1594,-3,1,"R_qEgsTNGMl1vwAs9",1,"Liberal","Neutral",0,0,1
"1549","jan 27_3",1,5,64,3,0,3,"Yes",2,824,0,1,"R_3q86dhVVUAGFIBo",1,"Moderate","Neutral",0,1,1
"1550","jan 27_3",0,4,70,2.8,1,3,"Yes",1,1455,1,1,"R_V2LfNVQXrmMd3X3",1,"Conservative","Neutral",0,0,1
"1551","jan 27_3",0,2,65,5,1,0,"Yes",3,1525,-3,1,"R_1r8k4FH5L6NXRZD",1,"Liberal","Neutral",0,0,1
"1552","jan 27_3",1,3,66,2.4,0,2,"No",3,1296,2,1,"R_3psw5FzWvWEDbR2",1,"Conservative","Neutral",0,1,1
"1553","jan 27_3",1,7,74,2.4,1,3,"Yes",3,3072,2,1,"R_3mgvLgtN9ZqUqUC",1,"Conservative","Neutral",0,1,1
"1554","jan 27_3",0,1,66,3.3,0,1,"No",3,1283,-2,1,"R_phGjjXpdTa75Azv",1,"Liberal","Neutral",0,0,1
"1555","jan 27_3",0,4,62,4.1,1,2,"Yes",4,839,-2,1,"R_3EzF7L78xIPQZVc",1,"Liberal","Neutral",0,0,1
"1556","jan 27_3",1,6,34,2.7,0,0,"No",4,3466,-2,0,"R_1oFqDRx2L9D9ph6",0,"Liberal","Neutral",0,1,0
"1557","jan 27_3",0,4,20,3.3,1,2,"No",1,686,0,0,"R_ZajgKmeKH33sm9X",0,"Moderate","Neutral",0,0,0
"1558","jan 27_3",0,3,21,5,2,1,"No",3,3473,-3,0,"R_4YeSSPwAkivbsvD",0,"Liberal","Neutral",0,0,0
"1559","jan 27_3",1,7,31,3,0,2,"Yes",1,2188,0,0,"R_2ylbqdhbBq30w9Y",0,"Moderate","Neutral",0,1,0
"1560","jan 27_3",1,7,22,3,0,2,"No",1,1586,0,1,"R_C7Yq4AAmIHkCLJv",0,"Moderate","Neutral",0,1,0
"1561","jan 27_3",1,6,38,3.8,2,2,"Yes",2,1098,0,1,"R_2VJS8811boRJPpJ",0,"Moderate","Neutral",0,1,0
"1562","jan 27_3",0,1,53,3.8,0,3,"Yes",4,1594,-3,1,"R_qEgsTNGMl1vwAs9",0,"Liberal","Neutral",0,0,0
"1563","jan 27_3",1,6,64,3,0,3,"Yes",2,824,0,1,"R_3q86dhVVUAGFIBo",0,"Moderate","Neutral",0,1,0
"1564","jan 27_3",0,4,70,2.8,1,3,"Yes",1,1455,1,1,"R_V2LfNVQXrmMd3X3",0,"Conservative","Neutral",0,0,0
"1565","jan 27_3",0,2,65,5,1,0,"Yes",3,1525,-3,1,"R_1r8k4FH5L6NXRZD",0,"Liberal","Neutral",0,0,0
"1566","jan 27_3",0,2,21,4.2,0,0,"No",3,538,3,0,"R_UFN4ScDCQGdsM49",0,"Conservative","Neutral",0,0,0
"1567","jan 27_3",0,2,25,4.6,3,2,"No",4,535,1,0,"R_1QE4auEFhY8Moki",0,"Conservative","Neutral",0,0,0
"1568","jan 27_3",1,5,38,4.7,1,2,"No",2,1233,1,0,"R_1FR1ZdjALrYfcYW",0,"Conservative","Neutral",0,1,0
"1569","jan 27_3",0,2,62,4.1,1,2,"Yes",4,839,-2,1,"R_3EzF7L78xIPQZVc",0,"Liberal","Neutral",0,0,0
"1570","jan 27_3",1,4,66,2.4,0,2,"No",3,1296,2,1,"R_3psw5FzWvWEDbR2",0,"Conservative","Neutral",0,1,0
"1571","jan 27_3",0,4,74,2.4,1,3,"Yes",3,3072,2,1,"R_3mgvLgtN9ZqUqUC",0,"Conservative","Neutral",0,0,0
"1572","jan 27_3",0,1,66,3.3,0,1,"No",3,1283,-2,1,"R_phGjjXpdTa75Azv",0,"Liberal","Neutral",0,0,0
"1573","jan 28_1",1,6,27,3.5,1,1,"No",4,620,2,1,"R_82hA0BuJ88euW8F",1,"Conservative","Conservative",1,1,1
"1574","jan 28_1",1,5,49,3.5,1,3,"No",3,1291,1,0,"R_2pJol4NsaI2S3GY",1,"Conservative","Conservative",1,1,1
"1575","jan 28_1",1,7,49,3.7,1,2,"Not Sure",1,1448,-1,1,"R_2uPLJCITIlzEn1n",1,"Liberal","Conservative",0,1,1
"1576","jan 28_1",0,2,57,3.7,0,4,"No",1,1009,0,1,"R_3lDnbY35wuT16hj",1,"Moderate","Conservative",0,0,1
"1577","jan 28_1",0,4,57,3.7,0,4,"No",1,1009,0,1,"R_3lDnbY35wuT16hj",0,"Moderate","Conservative",0,0,0
"1578","jan 28_1",1,4,49,3.7,1,2,"Not Sure",1,1448,-1,1,"R_2uPLJCITIlzEn1n",0,"Liberal","Conservative",0,1,0
"1579","jan 28_1",1,7,27,3.5,1,1,"No",4,620,2,1,"R_82hA0BuJ88euW8F",0,"Conservative","Conservative",1,1,0
"1580","jan 28_1",0,4,45,4.2,1,1,"No",1,559,0,1,"R_OoQA47auFYwnWiB",1,"Moderate","Conservative",0,0,1
"1581","jan 28_1",1,5,32,3.4,2,0,"No",3,2688,0,0,"R_3e5pwLUmgMBuKyc",1,"Moderate","Conservative",0,1,1
"1582","jan 28_1",0,4,41,4,0,2,"No",2,1181,2,0,"R_2zAxNRa92HWMGfk",1,"Conservative","Conservative",1,0,1
"1583","jan 28_1",1,7,19,4.4,1,2,"No",1,640,3,0,"R_1Nt7CTEVRRH5oTD",1,"Conservative","Conservative",1,1,1
"1584","jan 28_1",0,4,35,2.9,0,1,"No",2,1071,0,0,"R_3lzPnumaueMEwqR",1,"Moderate","Conservative",0,0,1
"1585","jan 28_1",1,5,20,4.3,1,2,"Yes",1,878,-1,0,"R_3mk7PEj8uyYGapU",1,"Liberal","Conservative",0,1,1
"1586","jan 28_1",0,3,36,4.5,0,1,"No",2,1422,-2,0,"R_1fdyWkvgNnUNIEb",1,"Liberal","Conservative",0,0,1
"1587","jan 28_1",0,6,36,2.9,0,1,"No",3,1310,0,0,"R_udGBId1dLCSfJq9",1,"Moderate","Conservative",0,0,1
"1588","jan 28_1",1,6,28,5,1,2,"No",3,1224,-3,0,"R_cBmi82Y3NGmjJXH",1,"Liberal","Conservative",0,1,1
"1589","jan 28_1",0,5,67,2.6,0,0,"Yes",0,1333,-3,1,"R_1gcFgwiTzvlfNzZ",1,"Liberal","Conservative",0,0,1
"1590","jan 28_1",0,2,67,4.4,2,2,"Yes",3,2320,0,1,"R_qIbMM7oRv6NqYnL",1,"Moderate","Conservative",0,0,1
"1591","jan 28_1",1,4,30,4.6,3,2,"No",2,756,3,0,"R_28XJy6LJzfrypAr",1,"Conservative","Conservative",1,1,1
"1592","jan 28_1",0,4,22,3.9,2,1,"No",0,1297,-1,0,"R_1IFoFuS9MiYAoyu",1,"Liberal","Conservative",0,0,1
"1593","jan 28_1",0,5,23,4.2,3,1,"No",4,471,-2,1,"R_TmXOJDqnb3mWtTX",1,"Liberal","Conservative",0,0,1
"1594","jan 28_1",0,4,31,4.4,1,2,"No",3,1806,-2,1,"R_1I5WCzt2Uc4lwgX",1,"Liberal","Conservative",0,0,1
"1595","jan 28_1",0,2,43,4.8,3,1,"No",3,1157,0,1,"R_5BUdD5laF0edVV7",1,"Moderate","Conservative",0,0,1
"1596","jan 28_1",0,4,36,5,1,0,"No",1,920,2,1,"R_3MnTBaQ7Mcg8kGs",1,"Conservative","Conservative",1,0,1
"1598","jan 28_1",0,4,48,3,1,2,"Yes",2,3843,1,1,"R_PMvdBgVMur0ICtj",1,"Conservative","Conservative",1,0,1
"1599","jan 28_1",1,7,41,3.9,0,2,"No",3,1257,2,1,"R_sj9VIeOCtbs29nH",1,"Conservative","Conservative",1,1,1
"1600","jan 28_1",1,7,41,3.9,0,2,"No",3,1257,2,1,"R_sj9VIeOCtbs29nH",0,"Conservative","Conservative",1,1,0
"1601","jan 28_1",0,3,36,4.5,0,1,"No",2,1422,-2,0,"R_1fdyWkvgNnUNIEb",0,"Liberal","Conservative",0,0,0
"1602","jan 28_1",0,4,36,2.9,0,1,"No",3,1310,0,0,"R_udGBId1dLCSfJq9",0,"Moderate","Conservative",0,0,0
"1603","jan 28_1",1,6,28,5,1,2,"No",3,1224,-3,0,"R_cBmi82Y3NGmjJXH",0,"Liberal","Conservative",0,1,0
"1604","jan 28_1",1,7,67,2.6,0,0,"Yes",0,1333,-3,1,"R_1gcFgwiTzvlfNzZ",0,"Liberal","Conservative",0,1,0
"1605","jan 28_1",0,1,67,4.4,2,2,"Yes",3,2320,0,1,"R_qIbMM7oRv6NqYnL",0,"Moderate","Conservative",0,0,0
"1606","jan 28_1",1,7,30,4.6,3,2,"No",2,756,3,0,"R_28XJy6LJzfrypAr",0,"Conservative","Conservative",1,1,0
"1607","jan 28_1",0,4,49,3.5,1,3,"No",3,1291,1,0,"R_2pJol4NsaI2S3GY",0,"Conservative","Conservative",1,0,0
"1608","jan 28_1",0,5,45,4.2,1,1,"No",1,559,0,1,"R_OoQA47auFYwnWiB",0,"Moderate","Conservative",0,0,0
"1609","jan 28_1",0,2,32,3.4,2,0,"No",3,2688,0,0,"R_3e5pwLUmgMBuKyc",0,"Moderate","Conservative",0,0,0
"1610","jan 28_1",0,4,41,4,0,2,"No",2,1181,2,0,"R_2zAxNRa92HWMGfk",0,"Conservative","Conservative",1,0,0
"1611","jan 28_1",1,7,19,4.4,1,2,"No",1,640,3,0,"R_1Nt7CTEVRRH5oTD",0,"Conservative","Conservative",1,1,0
"1612","jan 28_1",1,6,35,2.9,0,1,"No",2,1071,0,0,"R_3lzPnumaueMEwqR",0,"Moderate","Conservative",0,1,0
"1613","jan 28_1",1,5,20,4.3,1,2,"Yes",1,878,-1,0,"R_3mk7PEj8uyYGapU",0,"Liberal","Conservative",0,1,0
"1614","jan 28_1",0,3,31,4.4,1,2,"No",3,1806,-2,1,"R_1I5WCzt2Uc4lwgX",0,"Liberal","Conservative",0,0,0
"1615","jan 28_1",0,2,43,4.8,3,1,"No",3,1157,0,1,"R_5BUdD5laF0edVV7",0,"Moderate","Conservative",0,0,0
"1616","jan 28_1",0,3,22,3.9,2,1,"No",0,1297,-1,0,"R_1IFoFuS9MiYAoyu",0,"Liberal","Conservative",0,0,0
"1617","jan 28_1",1,5,23,4.2,3,1,"No",4,471,-2,1,"R_TmXOJDqnb3mWtTX",0,"Liberal","Conservative",0,1,0
"1618","jan 28_1",0,5,48,3,1,2,"Yes",2,3843,1,1,"R_PMvdBgVMur0ICtj",0,"Conservative","Conservative",1,0,0
"1619","jan 28_1",0,4,36,5,1,0,"No",1,920,2,1,"R_3MnTBaQ7Mcg8kGs",0,"Conservative","Conservative",1,0,0
"1621","jan 6_1",1,5,77,3.5,1,3,"No",1,1202,2,0,"R_3GfcsWga7uqSP3Z",0,"Conservative","Conservative",1,1,0
"1622","jan 6_1",1,5,40,4.7,2,2,"Yes",4,916,0,0,"R_1JLsBzQGro9C0KJ",0,"Moderate","Conservative",0,1,0
"1623","jan 6_1",0,1,37,4,1,0,"Yes",3,768,-1,0,"R_10TmXJJNXYDdgHw",0,"Liberal","Conservative",0,0,0
"1624","jan 6_1",0,1,39,5,0,1,"Yes",2,1714,-3,0,"R_2QfiXh9B8evRqaO",0,"Liberal","Conservative",0,0,0
"1625","jan 6_1",1,6,68,3,3,4,"Yes",2,979,2,0,"R_27BehScqJ2FZsjG",0,"Conservative","Conservative",1,1,0
"1626","jan 6_1",0,7,24,3.4,2,2,"Yes",3,2005,1,0,"R_ezzOqm05ZhaotLr",0,"Conservative","Conservative",1,0,0
"1627","jan 6_1",1,5,69,2.7,0,1,"Yes",2,1324,2,0,"R_xgBZ1M56y4VBjjz",0,"Conservative","Conservative",1,1,0
"1629","jan 6_1",1,7,70,3.7,0,0,"Yes",3,1394,-1,0,"R_WkCdSUNP7l0QR2x",0,"Liberal","Conservative",0,1,0
"1630","jan 6_1",1,7,58,1.6,1,1,"Yes",0,2469,2,0,"R_3I9PLRAVUkTf55e",0,"Conservative","Conservative",1,1,0
"1631","jan 6_1",1,6,42,1.9,0,1,"Yes",1,1117,2,0,"R_2rDwqXsqT6ks3Fn",0,"Conservative","Conservative",1,1,0
"1632","jan 6_1",0,4,75,2.5,3,2,"No",5,2011,-1,0,"R_2v6rDJgwdrNuMiz",0,"Liberal","Conservative",0,0,0
"1633","jan 6_1",1,4,60,5,3,4,"Yes",4,682,3,0,"R_2fBh47XKHffK8fC",0,"Conservative","Conservative",1,1,0
"1634","jan 6_1",0,1,29,5,2,2,"Yes",5,1544,-2,0,"R_3ElHAYs63Zb5Cv1",0,"Liberal","Conservative",0,0,0
"1635","jan 6_1",1,5,59,3.3,0,0,"Yes",1,2668,-2,0,"R_3EcLWpFAs8giAWq",0,"Liberal","Conservative",0,1,0
"1636","jan 6_1",0,4,38,3.7,0,3,"No",3,1162,1,0,"R_7R0jdSwoUabwQhj",0,"Conservative","Conservative",1,0,0
"1637","jan 6_1",0,2,63,4.7,1,2,"Yes",3,3785,-3,1,"R_1ptlCPv8QIF5HnG",0,"Liberal","Conservative",0,0,0
"1638","jan 6_1",0,5,60,3.3,1,1,"No",1,3953,-1,1,"R_3kAlDCRFBt6jFoK",0,"Liberal","Conservative",0,0,0
"1640","jan 6_1",0,6,35,4.2,0,2,"No",3,2396,-1,0,"R_21HWotxSg6F74yW",0,"Liberal","Conservative",0,0,0
"1641","jan 6_1",0,1,57,4.3,0,1,"No",1,1524,0,0,"R_31nkrNiAnJ8wCUJ",0,"Moderate","Conservative",0,0,0
"1642","jan 6_1",0,5,73,2.3,0,0,"Not Sure",3,1402,0,1,"R_eyyWiCta2VPMTPH",0,"Moderate","Conservative",0,0,0
"1643","jan 6_1",0,3,49,4,1,1,"Not Sure",3,2804,1,1,"R_2AFE4l9tNAMndPF",0,"Conservative","Conservative",1,0,0
"1644","jan 6_1",0,3,49,4,1,1,"Not Sure",3,2804,1,1,"R_2AFE4l9tNAMndPF",1,"Conservative","Conservative",1,0,1
"1645","jan 6_1",0,3,77,3.5,1,3,"No",1,1202,2,0,"R_3GfcsWga7uqSP3Z",1,"Conservative","Conservative",1,0,1
"1646","jan 6_1",1,7,40,4.7,2,2,"Yes",4,916,0,0,"R_1JLsBzQGro9C0KJ",1,"Moderate","Conservative",0,1,1
"1647","jan 6_1",1,6,37,4,1,0,"Yes",3,768,-1,0,"R_10TmXJJNXYDdgHw",1,"Liberal","Conservative",0,1,1
"1649","jan 6_1",1,6,68,3,3,4,"Yes",2,979,2,0,"R_27BehScqJ2FZsjG",1,"Conservative","Conservative",1,1,1
"1650","jan 6_1",1,6,18,3.6,0,2,"Yes",1,751,0,0,"R_30jXLot1WtdCkRO",0,"Moderate","Conservative",0,1,0
"1652","jan 6_1",1,6,41,4,2,3,"Yes",3,1078,-3,0,"R_C8ouz1J8s5jwEdr",0,"Liberal","Conservative",0,1,0
"1653","jan 6_1",1,7,71,2.5,0,3,"Yes",1,1912,0,1,"R_1KuTeQi6g5Pw8de",0,"Moderate","Conservative",0,1,0
"1654","jan 6_1",1,6,69,1.2,0,0,"No",1,3043,2,1,"R_24eXKesxevgEzQH",0,"Conservative","Conservative",1,1,0
"1655","jan 6_1",1,6,27,3.7,2,2,"Yes",3,730,2,1,"R_3kGn7VR0DyVQVVC",0,"Conservative","Conservative",1,1,0
"1656","jan 6_1",1,7,27,3.7,2,2,"Yes",3,730,2,1,"R_3kGn7VR0DyVQVVC",1,"Conservative","Conservative",1,1,1
"1657","jan 6_1",0,1,39,5,0,1,"Yes",2,1714,-3,0,"R_2QfiXh9B8evRqaO",1,"Liberal","Conservative",0,0,1
"1658","jan 6_1",1,6,58,1.6,1,1,"Yes",0,2469,2,0,"R_3I9PLRAVUkTf55e",1,"Conservative","Conservative",1,1,1
"1659","jan 6_1",0,4,42,1.9,0,1,"Yes",1,1117,2,0,"R_2rDwqXsqT6ks3Fn",1,"Conservative","Conservative",1,0,1
"1660","jan 6_1",1,5,75,2.5,3,2,"No",5,2011,-1,0,"R_2v6rDJgwdrNuMiz",1,"Liberal","Conservative",0,1,1
"1661","jan 6_1",0,4,60,5,3,4,"Yes",4,682,3,0,"R_2fBh47XKHffK8fC",1,"Conservative","Conservative",1,0,1
"1662","jan 6_1",0,1,29,5,2,2,"Yes",5,1544,-2,0,"R_3ElHAYs63Zb5Cv1",1,"Liberal","Conservative",0,0,1
"1663","jan 6_1",0,5,24,3.4,2,2,"Yes",3,2005,1,0,"R_ezzOqm05ZhaotLr",1,"Conservative","Conservative",1,0,1
"1664","jan 6_1",1,5,69,2.7,0,1,"Yes",2,1324,2,0,"R_xgBZ1M56y4VBjjz",1,"Conservative","Conservative",1,1,1
"1665","jan 6_1",0,1,63,4.7,1,2,"Yes",3,3785,-3,1,"R_1ptlCPv8QIF5HnG",1,"Liberal","Conservative",0,0,1
"1666","jan 6_1",1,6,60,3.3,1,1,"No",1,3953,-1,1,"R_3kAlDCRFBt6jFoK",1,"Liberal","Conservative",0,1,1
"1668","jan 6_1",1,6,35,4.2,0,2,"No",3,2396,-1,0,"R_21HWotxSg6F74yW",1,"Liberal","Conservative",0,1,1
"1669","jan 6_1",0,1,57,4.3,0,1,"No",1,1524,0,0,"R_31nkrNiAnJ8wCUJ",1,"Moderate","Conservative",0,0,1
"1670","jan 6_1",1,6,70,3.7,0,0,"Yes",3,1394,-1,0,"R_WkCdSUNP7l0QR2x",1,"Liberal","Conservative",0,1,1
"1672","jan 6_1",0,1,59,3.3,0,0,"Yes",1,2668,-2,0,"R_3EcLWpFAs8giAWq",1,"Liberal","Conservative",0,0,1
"1673","jan 6_1",0,3,38,3.7,0,3,"No",3,1162,1,0,"R_7R0jdSwoUabwQhj",1,"Conservative","Conservative",1,0,1
"1674","jan 6_1",0,4,18,3.6,0,2,"Yes",1,751,0,0,"R_30jXLot1WtdCkRO",1,"Moderate","Conservative",0,0,1
"1675","jan 6_1",0,5,73,2.3,0,0,"Not Sure",3,1402,0,1,"R_eyyWiCta2VPMTPH",1,"Moderate","Conservative",0,0,1
"1676","jan 6_1",1,7,41,4,2,3,"Yes",3,1078,-3,0,"R_C8ouz1J8s5jwEdr",1,"Liberal","Conservative",0,1,1
"1677","jan 6_1",0,4,71,2.5,0,3,"Yes",1,1912,0,1,"R_1KuTeQi6g5Pw8de",1,"Moderate","Conservative",0,0,1
"1678","jan 6_1",0,4,69,1.2,0,0,"No",1,3043,2,1,"R_24eXKesxevgEzQH",1,"Conservative","Conservative",1,0,1
"1679","jan 8_1",0,4,39,5,1,2,"No",2,402,-3,0,"R_1P654fV9y5VjjVw",1,"Liberal","Conservative",0,0,1
"1680","jan 8_1",0,2,41,4.8,3,2,"Yes",3,1021,-3,1,"R_u8oH3IMRb62W9ah",1,"Liberal","Conservative",0,0,1
"1681","jan 8_1",0,4,43,4.4,1,2,"No",2,2809,1,1,"R_2YffBA9QyBY7QaU",1,"Conservative","Conservative",1,0,1
"1682","jan 8_1",0,5,30,4.1,3,0,"No",4,422,-1,0,"R_4Np6lJnWC05sq8F",1,"Liberal","Conservative",0,0,1
"1683","jan 8_1",0,4,34,4.8,0,2,"No",3,810,0,0,"R_1roTKGyOZ3GyUCe",1,"Moderate","Conservative",0,0,1
"1684","jan 8_1",1,5,19,4.2,0,3,"No",1,1328,2,0,"R_1iqA95c6UUL1PSk",1,"Conservative","Conservative",1,1,1
"1685","jan 8_1",0,5,30,4.2,1,2,"No",4,7182,3,1,"R_2rkMZajtsPbvWC1",1,"Conservative","Conservative",1,0,1
"1686","jan 8_1",1,6,25,4.6,1,1,"No",3,470,1,0,"R_2VxNkkaMXW5QSwR",1,"Conservative","Conservative",1,1,1
"1687","jan 8_1",1,5,19,4,0,1,"No",2,370,-1,0,"R_TodgQcxr4Q6kO3L",1,"Liberal","Conservative",0,1,1
"1688","jan 8_1",1,7,22,3.9,0,1,"No",1,977,-2,0,"R_2YfvySJWC3x633m",1,"Liberal","Conservative",0,1,1
"1689","jan 8_1",1,5,26,4,1,2,"Yes",1,1109,0,0,"R_WxSVF7xxm4agHxD",1,"Moderate","Conservative",0,1,1
"1690","jan 8_1",0,1,44,2.1,0,2,"No",2,1669,1,1,"R_3MDxVgEjsZPrSKb",1,"Conservative","Conservative",1,0,1
"1691","jan 8_1",1,7,21,3.3,1,3,"No",4,31025,-2,0,"R_3KxwyVnBtGXjVoJ",1,"Liberal","Conservative",0,1,1
"1692","jan 8_1",1,7,65,3,0,2,"No",2,1044,0,1,"R_3GlFZPCjRCgdOjZ",1,"Moderate","Conservative",0,1,1
"1693","jan 8_1",0,5,67,3.3,0,1,"Not Sure",4,2374,-2,1,"R_qFyRI41m0elKjoR",1,"Liberal","Conservative",0,0,1
"1694","jan 8_1",1,7,65,3.1,1,2,"Yes",1,2380,3,1,"R_3JqGBCACtjBIayZ",1,"Conservative","Conservative",1,1,1
"1695","jan 8_1",1,7,76,4.5,2,0,"No",4,1038,-2,1,"R_31jx9UNNyiAyof3",1,"Liberal","Conservative",0,1,1
"1696","jan 8_1",0,5,71,2.9,0,2,"No",1,2197,1,1,"R_3n16f0o6xD1xL02",1,"Conservative","Conservative",1,0,1
"1697","jan 8_1",1,6,49,3.4,3,2,"No",3,553,0,1,"R_2xCUQYkhWm9hoiX",1,"Moderate","Conservative",0,1,1
"1698","jan 8_1",0,4,51,2.1,1,1,"No",1,3066,1,1,"R_1rrnrulYo4AbJN3",1,"Conservative","Conservative",1,0,1
"1699","jan 8_1",0,6,66,5,0,1,"No",4,1272,-3,1,"R_30f1XVVjM9hG3sy",1,"Liberal","Conservative",0,0,1
"1700","jan 8_1",0,4,63,2.8,1,3,"No",4,1549,-1,1,"R_1gI1gsKHkG1oOiE",1,"Liberal","Conservative",0,0,1
"1701","jan 8_1",1,7,45,5,1,0,"No",3,776,0,1,"R_1AIEI5x2LUfuI01",1,"Moderate","Conservative",0,1,1
"1702","jan 8_1",0,5,34,5,1,3,"No",2,2379,-2,0,"R_37ytlV75vZkq29H",1,"Liberal","Conservative",0,0,1
"1703","jan 8_1",1,7,37,4.1,0,4,"No",3,840,1,0,"R_YawHuKjtnG5MMAF",1,"Conservative","Conservative",1,1,1
"1704","jan 8_1",0,1,44,2.1,0,2,"No",2,1669,1,1,"R_3MDxVgEjsZPrSKb",0,"Conservative","Conservative",1,0,0
"1705","jan 8_1",0,5,39,5,1,2,"No",2,402,-3,0,"R_1P654fV9y5VjjVw",0,"Liberal","Conservative",0,0,0
"1706","jan 8_1",0,4,41,4.8,3,2,"Yes",3,1021,-3,1,"R_u8oH3IMRb62W9ah",0,"Liberal","Conservative",0,0,0
"1707","jan 8_1",1,6,43,4.4,1,2,"No",2,2809,1,1,"R_2YffBA9QyBY7QaU",0,"Conservative","Conservative",1,1,0
"1708","jan 8_1",0,6,30,4.2,1,2,"No",4,7182,3,1,"R_2rkMZajtsPbvWC1",0,"Conservative","Conservative",1,0,0
"1709","jan 8_1",1,5,30,4.1,3,0,"No",4,422,-1,0,"R_4Np6lJnWC05sq8F",0,"Liberal","Conservative",0,1,0
"1710","jan 8_1",1,3,34,4.8,0,2,"No",3,810,0,0,"R_1roTKGyOZ3GyUCe",0,"Moderate","Conservative",0,1,0
"1711","jan 8_1",0,3,19,4.2,0,3,"No",1,1328,2,0,"R_1iqA95c6UUL1PSk",0,"Conservative","Conservative",1,0,0
"1712","jan 8_1",1,6,26,4,1,2,"Yes",1,1109,0,0,"R_WxSVF7xxm4agHxD",0,"Moderate","Conservative",0,1,0
"1713","jan 8_1",1,5,25,4.6,1,1,"No",3,470,1,0,"R_2VxNkkaMXW5QSwR",0,"Conservative","Conservative",1,1,0
"1714","jan 8_1",1,5,19,4,0,1,"No",2,370,-1,0,"R_TodgQcxr4Q6kO3L",0,"Liberal","Conservative",0,1,0
"1715","jan 8_1",1,5,22,3.9,0,1,"No",1,977,-2,0,"R_2YfvySJWC3x633m",0,"Liberal","Conservative",0,1,0
"1716","jan 8_1",0,4,34,5,1,3,"No",2,2379,-2,0,"R_37ytlV75vZkq29H",0,"Liberal","Conservative",0,0,0
"1717","jan 8_1",1,5,37,4.1,0,4,"No",3,840,1,0,"R_YawHuKjtnG5MMAF",0,"Conservative","Conservative",1,1,0
"1718","jan 8_1",0,5,21,3.3,1,3,"No",4,31025,-2,0,"R_3KxwyVnBtGXjVoJ",0,"Liberal","Conservative",0,0,0
"1719","jan 8_1",1,7,65,3,0,2,"No",2,1044,0,1,"R_3GlFZPCjRCgdOjZ",0,"Moderate","Conservative",0,1,0
"1720","jan 8_1",1,6,67,3.3,0,1,"Not Sure",4,2374,-2,1,"R_qFyRI41m0elKjoR",0,"Liberal","Conservative",0,1,0
"1721","jan 8_1",1,6,65,3.1,1,2,"Yes",1,2380,3,1,"R_3JqGBCACtjBIayZ",0,"Conservative","Conservative",1,1,0
"1722","jan 8_1",1,6,76,4.5,2,0,"No",4,1038,-2,1,"R_31jx9UNNyiAyof3",0,"Liberal","Conservative",0,1,0
"1723","jan 8_1",1,5,71,2.9,0,2,"No",1,2197,1,1,"R_3n16f0o6xD1xL02",0,"Conservative","Conservative",1,1,0
"1724","jan 8_1",1,6,49,3.4,3,2,"No",3,553,0,1,"R_2xCUQYkhWm9hoiX",0,"Moderate","Conservative",0,1,0
"1725","jan 8_1",0,4,51,2.1,1,1,"No",1,3066,1,1,"R_1rrnrulYo4AbJN3",0,"Conservative","Conservative",1,0,0
"1726","jan 8_1",0,1,66,5,0,1,"No",4,1272,-3,1,"R_30f1XVVjM9hG3sy",0,"Liberal","Conservative",0,0,0
