"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"1184","feb 6_3",1,5,25,4.2,2,2,"Not Sure",3,2037,-2,0,"R_1F3ScSVJqx92jr9",1,"Liberal","Conservative",0,1,1
"1185","feb 6_3",0,3,63,3.5,1,2,"No",2,990,-3,1,"R_24B3ZFcQg4nJlMT",1,"Liberal","Conservative",0,0,1
"1187","feb 6_3",1,6,48,2.9,1,2,"No",2,3717,0,1,"R_24PjWTPYmTRCuOl",1,"Moderate","Conservative",0,1,1
"1188","feb 6_3",0,1,45,2.7,1,3,"No",1,1762,0,1,"R_3FP3Yfse2IPWh5Y",1,"Moderate","Conservative",0,0,1
"1189","feb 6_3",0,4,45,2.7,1,3,"No",1,1762,0,1,"R_3FP3Yfse2IPWh5Y",0,"Moderate","Conservative",0,0,0
"1190","feb 6_3",1,7,72,4.8,1,1,"No",3,2051,0,0,"R_2V2UvjtB1wAeq5q",0,"Moderate","Conservative",0,1,0
"1191","feb 6_3",0,4,18,3.9,0,3,"No",1,543,0,0,"R_1LhWSZla3plY4r9",0,"Moderate","Conservative",0,0,0
"1192","feb 6_3",0,3,66,2.6,0,0,"Yes",4,1741,1,0,"R_2xMmgotDvsm6rPC",0,"Conservative","Conservative",1,0,0
"1193","feb 6_3",0,1,41,5,0,2,"Yes",3,1663,-1,0,"R_1IHuM0yGrIyuY5J",0,"Liberal","Conservative",0,0,0
"1194","feb 6_3",0,4,46,3.6,1,3,"No",3,623,3,1,"R_2Ey5KdGmY0ZUbqa",1,"Conservative","Conservative",1,0,1
"1195","feb 6_3",0,4,39,4,0,2,"No",1,787,0,1,"R_BFKOJnQajzoBpCx",1,"Moderate","Conservative",0,0,1
"1196","feb 6_3",0,4,36,3.7,0,0,"No",1,649,0,1,"R_1IcIbBaNPKbz6ou",1,"Moderate","Conservative",0,0,1
"1197","feb 6_3",0,4,47,1.8,1,2,"Not Sure",1,1322,2,1,"R_ypSvJCSLWafH0l3",1,"Conservative","Conservative",1,0,1
"1198","feb 6_3",0,4,49,3.3,0,1,"Yes",3,1264,0,1,"R_1eIVGzuYlnt6KcQ",1,"Moderate","Conservative",0,0,1
"1199","feb 6_3",1,7,36,3.5,0,1,"Not Sure",3,1502,0,1,"R_1ifWg50jbW6vAWX",1,"Moderate","Conservative",0,1,1
"1200","feb 6_3",0,4,68,3.8,1,0,"Yes",3,1048,0,1,"R_ekEbsAymj8lq3cZ",1,"Moderate","Conservative",0,0,1
"1201","feb 6_3",0,5,68,3.8,1,0,"Yes",3,1048,0,1,"R_ekEbsAymj8lq3cZ",0,"Moderate","Conservative",0,0,0
"1202","feb 6_3",1,5,66,3,0,2,"Yes",3,1909,2,1,"R_1rvRMBOtqLqs0gZ",0,"Conservative","Conservative",1,1,0
"1203","feb 6_3",0,5,61,4.5,0,2,"Yes",4,2290,2,1,"R_25Hen0BukI1oYZB",0,"Conservative","Conservative",1,0,0
"1204","feb 6_3",0,2,43,4.1,0,0,"Yes",1,1140,1,1,"R_O7JHyp2XW0nix8t",0,"Conservative","Conservative",1,0,0
"1205","feb 6_3",1,7,42,4.5,1,0,"Yes",2,842,0,1,"R_2dJSkvGnDL3FwqY",0,"Moderate","Conservative",0,1,0
"1206","feb 6_3",0,5,49,4.3,0,2,"Yes",3,3298,0,1,"R_1FqQDpNP2eFqZ55",0,"Moderate","Conservative",0,0,0
"1207","feb 6_3",0,4,56,4.6,1,2,"Yes",1,2337,1,0,"R_2SiWNuQyJ0SZDwQ",0,"Conservative","Conservative",1,0,0
"1208","feb 6_3",0,3,22,4.5,0,3,"No",1,2087,-3,0,"R_bmdRdMZipO2FEsN",0,"Liberal","Conservative",0,0,0
"1209","feb 6_3",0,1,66,5,0,2,"Yes",1,1654,0,0,"R_2dPToruLzRFH4h8",0,"Moderate","Conservative",0,0,0
"1210","feb 6_3",0,3,52,3.9,1,4,"No",1,1893,0,0,"R_21tgTJUQJoVlHHq",0,"Moderate","Conservative",0,0,0
"1211","feb 6_3",1,5,22,2.8,2,2,"Not Sure",1,595,-1,0,"R_3KPDkGpAJezTdIN",0,"Liberal","Conservative",0,1,0
"1212","feb 6_3",1,6,25,4.2,2,2,"Not Sure",3,2037,-2,0,"R_1F3ScSVJqx92jr9",0,"Liberal","Conservative",0,1,0
"1213","feb 6_3",0,3,63,3.5,1,2,"No",2,990,-3,1,"R_24B3ZFcQg4nJlMT",0,"Liberal","Conservative",0,0,0
"1215","feb 6_3",1,6,41,4.3,1,2,"Yes",4,1138,1,0,"R_1FIBjLiiBV3oXiB",0,"Conservative","Conservative",1,1,0
"1216","feb 6_3",1,7,44,4.5,0,1,"Yes",3,3971,2,1,"R_1pri9ZOz5fWZBU7",0,"Conservative","Conservative",1,1,0
"1217","feb 6_3",1,7,49,3.6,1,0,"No",4,886,-1,1,"R_12M7rdpbI5fy8Wp",0,"Liberal","Conservative",0,1,0
"1218","feb 6_3",0,4,46,3.6,1,3,"No",3,623,3,1,"R_2Ey5KdGmY0ZUbqa",0,"Conservative","Conservative",1,0,0
"1219","feb 6_3",0,3,39,4,0,2,"No",1,787,0,1,"R_BFKOJnQajzoBpCx",0,"Moderate","Conservative",0,0,0
"1220","feb 6_3",0,4,36,3.7,0,0,"No",1,649,0,1,"R_1IcIbBaNPKbz6ou",0,"Moderate","Conservative",0,0,0
"1221","feb 6_3",1,4,47,1.8,1,2,"Not Sure",1,1322,2,1,"R_ypSvJCSLWafH0l3",0,"Conservative","Conservative",1,1,0
"1222","feb 6_3",0,5,49,3.3,0,1,"Yes",3,1264,0,1,"R_1eIVGzuYlnt6KcQ",0,"Moderate","Conservative",0,0,0
"1223","feb 6_3",1,6,36,3.5,0,1,"Not Sure",3,1502,0,1,"R_1ifWg50jbW6vAWX",0,"Moderate","Conservative",0,1,0
"1224","feb 6_3",1,7,48,2.9,1,2,"No",2,3717,0,1,"R_24PjWTPYmTRCuOl",0,"Moderate","Conservative",0,1,0
"1225","jan 13_1",1,5,25,4.2,1,0,"No",3,909,1,0,"R_00zGzKWvNmzsV0Z",1,"Conservative","Neutral",0,1,1
"1226","jan 13_1",0,1,57,4,2,1,"No",4,1383,-2,0,"R_2aOZ5lPSLkxA07Q",1,"Liberal","Neutral",0,0,1
"1227","jan 13_1",1,6,22,2.9,1,1,"No",3,1163,-1,1,"R_2toipjlRdRveuWb",1,"Liberal","Neutral",0,1,1
"1228","jan 13_1",0,4,53,3.2,3,2,"No",4,1276,2,1,"R_2XjnKI84dCV6DLv",1,"Conservative","Neutral",0,0,1
"1229","jan 13_1",1,5,27,3.7,0,3,"No",3,2008,-2,1,"R_3h9fiVBZku0dnpy",1,"Liberal","Neutral",0,1,1
"1230","jan 13_1",0,5,78,4,1,3,"No",4,1702,1,0,"R_21cWQojpycXfyuu",1,"Conservative","Neutral",0,0,1
"1231","jan 13_1",0,4,50,3.4,1,2,"No",3,2802,-2,1,"R_2wviMKPThygV5Bi",1,"Liberal","Neutral",0,0,1
"1232","jan 13_1",1,6,40,1.4,3,0,"Yes",4,1893,3,0,"R_3havMJWvFqyPqXX",1,"Conservative","Neutral",0,1,1
"1233","jan 13_1",0,3,61,4.8,1,0,"No",3,1161,0,0,"R_1FEV9skQhLuv5Ca",1,"Moderate","Neutral",0,0,1
"1234","jan 13_1",1,6,60,4,1,2,"Yes",1,1398,3,0,"R_248zfxARJrrnv1J",1,"Conservative","Neutral",0,1,1
"1235","jan 13_1",0,2,65,3,0,0,"No",2,2397,3,0,"R_3hhWT0xFamzCHrb",1,"Conservative","Neutral",0,0,1
"1236","jan 13_1",1,7,19,4,0,1,"Not Sure",1,1054,0,0,"R_3rINiR3nLuMpBJu",1,"Moderate","Neutral",0,1,1
"1237","jan 13_1",1,5,19,4,0,3,"No",1,1612,2,0,"R_1gzqx7XMnKQN1PW",1,"Conservative","Neutral",0,1,1
"1238","jan 13_1",0,4,21,4.7,0,2,"No",2,1034,0,0,"R_1mFojNy0CXSht8l",1,"Moderate","Neutral",0,0,1
"1239","jan 13_1",0,1,30,4.4,1,2,"No",4,1124,0,0,"R_Ut4Ou8TxgT12Edb",1,"Moderate","Neutral",0,0,1
"1240","jan 13_1",0,1,24,3.1,1,2,"No",3,1115,-2,0,"R_2Ui1WSPUUouP45t",1,"Liberal","Neutral",0,0,1
"1241","jan 13_1",1,4,20,1.4,0,0,"No",1,929,0,1,"R_1exxk5vl3KWHk5H",1,"Moderate","Neutral",0,1,1
"1242","jan 13_1",1,6,66,4.3,1,1,"No",1,1228,1,1,"R_uySeqjyqdRzNprX",1,"Conservative","Neutral",0,1,1
"1243","jan 13_1",1,4,35,3.8,1,1,"No",4,1053,0,0,"R_3FUwqZLremOMbsx",1,"Moderate","Neutral",0,1,1
"1244","jan 13_1",1,6,59,2.2,0,0,"No",1,1641,1,1,"R_1d5qsjJA9hUTGai",1,"Conservative","Neutral",0,1,1
"1245","jan 13_1",0,4,45,4.8,1,3,"No",4,1286,0,0,"R_1g7TLvHtvQOVgl3",1,"Moderate","Neutral",0,0,1
"1246","jan 13_1",1,5,36,4.6,3,2,"No",5,698,-2,1,"R_9yiwHzf04GdC5gt",1,"Liberal","Neutral",0,1,1
"1247","jan 13_1",0,4,33,4.6,1,0,"No",2,1069,2,1,"R_2s1Po7GCzjjd22E",1,"Conservative","Neutral",0,0,1
"1248","jan 13_1",1,4,50,4.5,1,0,"No",1,2981,-2,1,"R_2dQOg3PqOr2NdWd",1,"Liberal","Neutral",0,1,1
"1249","jan 13_1",1,4,18,3.5,0,3,"No",1,1145,0,1,"R_1QtsGcgiPFIZqvE",1,"Moderate","Neutral",0,1,1
"1250","jan 13_1",0,4,75,4.6,1,3,"No",4,1970,1,0,"R_1qeRncCUqqVibJ6",1,"Conservative","Neutral",0,0,1
"1251","jan 13_1",1,5,18,2.6,2,3,"No",1,609,2,0,"R_31o89GdXWWdpj2P",1,"Conservative","Neutral",0,1,1
"1252","jan 13_1",1,5,25,4.2,1,0,"No",3,909,1,0,"R_00zGzKWvNmzsV0Z",0,"Conservative","Neutral",0,1,0
"1253","jan 13_1",0,1,57,4,2,1,"No",4,1383,-2,0,"R_2aOZ5lPSLkxA07Q",0,"Liberal","Neutral",0,0,0
"1254","jan 13_1",1,5,22,2.9,1,1,"No",3,1163,-1,1,"R_2toipjlRdRveuWb",0,"Liberal","Neutral",0,1,0
"1255","jan 13_1",0,4,53,3.2,3,2,"No",4,1276,2,1,"R_2XjnKI84dCV6DLv",0,"Conservative","Neutral",0,0,0
"1256","jan 13_1",1,7,27,3.7,0,3,"No",3,2008,-2,1,"R_3h9fiVBZku0dnpy",0,"Liberal","Neutral",0,1,0
"1257","jan 13_1",0,5,78,4,1,3,"No",4,1702,1,0,"R_21cWQojpycXfyuu",0,"Conservative","Neutral",0,0,0
"1258","jan 13_1",1,6,50,3.4,1,2,"No",3,2802,-2,1,"R_2wviMKPThygV5Bi",0,"Liberal","Neutral",0,1,0
"1259","jan 13_1",1,7,40,1.4,3,0,"Yes",4,1893,3,0,"R_3havMJWvFqyPqXX",0,"Conservative","Neutral",0,1,0
"1260","jan 13_1",0,3,61,4.8,1,0,"No",3,1161,0,0,"R_1FEV9skQhLuv5Ca",0,"Moderate","Neutral",0,0,0
"1261","jan 13_1",1,7,60,4,1,2,"Yes",1,1398,3,0,"R_248zfxARJrrnv1J",0,"Conservative","Neutral",0,1,0
"1262","jan 13_1",0,3,65,3,0,0,"No",2,2397,3,0,"R_3hhWT0xFamzCHrb",0,"Conservative","Neutral",0,0,0
"1263","jan 13_1",1,7,19,4,0,1,"Not Sure",1,1054,0,0,"R_3rINiR3nLuMpBJu",0,"Moderate","Neutral",0,1,0
"1264","jan 13_1",1,4,19,4,0,3,"No",1,1612,2,0,"R_1gzqx7XMnKQN1PW",0,"Conservative","Neutral",0,1,0
"1265","jan 13_1",1,5,21,4.7,0,2,"No",2,1034,0,0,"R_1mFojNy0CXSht8l",0,"Moderate","Neutral",0,1,0
"1266","jan 13_1",0,1,30,4.4,1,2,"No",4,1124,0,0,"R_Ut4Ou8TxgT12Edb",0,"Moderate","Neutral",0,0,0
"1267","jan 13_1",0,7,24,3.1,1,2,"No",3,1115,-2,0,"R_2Ui1WSPUUouP45t",0,"Liberal","Neutral",0,0,0
"1268","jan 13_1",1,6,20,1.4,0,0,"No",1,929,0,1,"R_1exxk5vl3KWHk5H",0,"Moderate","Neutral",0,1,0
"1269","jan 13_1",0,5,66,4.3,1,1,"No",1,1228,1,1,"R_uySeqjyqdRzNprX",0,"Conservative","Neutral",0,0,0
"1270","jan 13_1",1,5,35,3.8,1,1,"No",4,1053,0,0,"R_3FUwqZLremOMbsx",0,"Moderate","Neutral",0,1,0
"1271","jan 13_1",1,7,59,2.2,0,0,"No",1,1641,1,1,"R_1d5qsjJA9hUTGai",0,"Conservative","Neutral",0,1,0
"1272","jan 13_1",1,6,45,4.8,1,3,"No",4,1286,0,0,"R_1g7TLvHtvQOVgl3",0,"Moderate","Neutral",0,1,0
"1273","jan 13_1",0,4,36,4.6,3,2,"No",5,698,-2,1,"R_9yiwHzf04GdC5gt",0,"Liberal","Neutral",0,0,0
"1274","jan 13_1",1,7,33,4.6,1,0,"No",2,1069,2,1,"R_2s1Po7GCzjjd22E",0,"Conservative","Neutral",0,1,0
"1275","jan 13_1",0,4,50,4.5,1,0,"No",1,2981,-2,1,"R_2dQOg3PqOr2NdWd",0,"Liberal","Neutral",0,0,0
"1276","jan 13_1",0,4,18,3.5,0,3,"No",1,1145,0,1,"R_1QtsGcgiPFIZqvE",0,"Moderate","Neutral",0,0,0
"1277","jan 13_1",0,3,75,4.6,1,3,"No",4,1970,1,0,"R_1qeRncCUqqVibJ6",0,"Conservative","Neutral",0,0,0
"1278","jan 13_1",1,6,18,2.6,2,3,"No",1,609,2,0,"R_31o89GdXWWdpj2P",0,"Conservative","Neutral",0,1,0
"1280","jan 13_1",1,6,37,5,0,1,"Yes",3,604,-1,0,"R_sRx70HLGdmXSh6V",1,"Liberal","Neutral",0,1,1
"1281","jan 13_1",1,7,66,4.2,2,0,"No",4,1343,3,0,"R_Q3LX871zo9Zsy6B",1,"Conservative","Neutral",0,1,1
"1282","jan 13_1",1,6,62,3.7,3,1,"No",1,2195,3,1,"R_T14LY2NFhEPsf8R",1,"Conservative","Neutral",0,1,1
"1283","jan 13_1",1,6,35,4.5,3,2,"No",5,723,-2,1,"R_qC1EFdYzuBtUQBX",1,"Liberal","Neutral",0,1,1
"1284","jan 13_1",0,2,57,3.9,0,1,"No",3,2038,-2,1,"R_2QYyLXuL27jsAMb",1,"Liberal","Neutral",0,0,1
"1285","jan 13_1",1,6,55,4.6,0,4,"No",2,1085,0,1,"R_XhMpQ1kbQ8YiAKd",1,"Moderate","Neutral",0,1,1
"1286","jan 13_1",1,6,65,3.7,1,1,"No",1,3496,1,1,"R_OpXxbVckZvDAFBD",1,"Conservative","Neutral",0,1,1
"1287","jan 13_1",1,7,51,3.4,2,3,"Yes",2,1697,3,1,"R_2wHVMd4PZc0u31h",1,"Conservative","Neutral",0,1,1
"1288","jan 13_1",0,1,38,3.7,3,2,"No",4,984,2,1,"R_1OxdKhugueE6h6R",1,"Conservative","Neutral",0,0,1
"1289","jan 13_1",0,7,37,5,0,1,"Not Sure",1,742,3,1,"R_3oMGjSDiaXa22BK",1,"Conservative","Neutral",0,0,1
"1290","jan 13_1",1,6,37,4.2,2,1,"Yes",3,836,1,1,"R_1f3GccU7QHbiZuq",1,"Conservative","Neutral",0,1,1
"1291","jan 13_1",1,7,44,3.8,3,3,"No",4,1266,0,1,"R_3qEfFACQ022c9bz",1,"Moderate","Neutral",0,1,1
"1292","jan 13_1",0,4,44,3.8,3,3,"No",4,1266,0,1,"R_3qEfFACQ022c9bz",0,"Moderate","Neutral",0,0,0
"1294","jan 13_1",1,4,37,5,0,1,"Yes",3,604,-1,0,"R_sRx70HLGdmXSh6V",0,"Liberal","Neutral",0,1,0
"1295","jan 13_1",1,7,66,4.2,2,0,"No",4,1343,3,0,"R_Q3LX871zo9Zsy6B",0,"Conservative","Neutral",0,1,0
"1296","jan 13_1",0,4,62,3.7,3,1,"No",1,2195,3,1,"R_T14LY2NFhEPsf8R",0,"Conservative","Neutral",0,0,0
"1297","jan 13_1",0,5,35,4.5,3,2,"No",5,723,-2,1,"R_qC1EFdYzuBtUQBX",0,"Liberal","Neutral",0,0,0
"1298","jan 13_1",0,2,57,3.9,0,1,"No",3,2038,-2,1,"R_2QYyLXuL27jsAMb",0,"Liberal","Neutral",0,0,0
"1299","jan 13_1",0,4,55,4.6,0,4,"No",2,1085,0,1,"R_XhMpQ1kbQ8YiAKd",0,"Moderate","Neutral",0,0,0
"1300","jan 13_1",0,4,65,3.7,1,1,"No",1,3496,1,1,"R_OpXxbVckZvDAFBD",0,"Conservative","Neutral",0,0,0
"1301","jan 13_1",0,4,51,3.4,2,3,"Yes",2,1697,3,1,"R_2wHVMd4PZc0u31h",0,"Conservative","Neutral",0,0,0
"1302","jan 13_1",0,4,38,3.7,3,2,"No",4,984,2,1,"R_1OxdKhugueE6h6R",0,"Conservative","Neutral",0,0,0
"1303","jan 13_1",1,7,37,5,0,1,"Not Sure",1,742,3,1,"R_3oMGjSDiaXa22BK",0,"Conservative","Neutral",0,1,0
"1304","jan 13_1",0,4,37,4.2,2,1,"Yes",3,836,1,1,"R_1f3GccU7QHbiZuq",0,"Conservative","Neutral",0,0,0
"1305","jan 13_2",0,4,65,4.1,1,1,"No",2,1350,0,1,"R_wXZ7gQlzWvyBxwl",1,"Moderate","Liberal",0,0,1
"1306","jan 13_2",0,1,55,3,1,0,"No",3,1525,2,1,"R_3nHhPDtOqFJof52",1,"Conservative","Liberal",0,0,1
"1307","jan 13_2",1,5,61,3.9,0,0,"Yes",3,1369,-2,0,"R_1OkQZpJAgUXliL1",1,"Liberal","Liberal",1,1,1
"1308","jan 13_2",0,2,61,3.6,0,2,"Yes",1,1529,0,0,"R_2WN272agqEOO9Kp",1,"Moderate","Liberal",0,0,1
"1309","jan 13_2",0,1,63,1.5,1,3,"Yes",1,1360,3,1,"R_2QibdyovEJgfoEi",1,"Conservative","Liberal",0,0,1
"1310","jan 13_2",0,6,18,4.3,0,1,"No",0,1142,-2,0,"R_2eVZ9eu1miVbTBX",1,"Liberal","Liberal",1,0,1
"1311","jan 13_2",1,7,41,4.1,1,0,"No",3,1188,0,0,"R_QmlZH5c3qpU1YFX",1,"Moderate","Liberal",0,1,1
"1313","jan 13_2",0,4,19,3.8,0,3,"No",1,1754,2,0,"R_12oisTxxe82Uitu",1,"Conservative","Liberal",0,0,1
"1314","jan 13_2",1,6,56,4,1,1,"Not Sure",4,1067,-1,1,"R_yDqIu5u6f7NpGUh",1,"Liberal","Liberal",1,1,1
"1315","jan 13_2",0,3,56,4,1,1,"Not Sure",4,1067,-1,1,"R_yDqIu5u6f7NpGUh",0,"Liberal","Liberal",1,0,0
"1316","jan 13_2",0,4,65,4.1,1,1,"No",2,1350,0,1,"R_wXZ7gQlzWvyBxwl",0,"Moderate","Liberal",0,0,0
"1317","jan 13_2",0,4,61,3.9,0,0,"Yes",3,1369,-2,0,"R_1OkQZpJAgUXliL1",0,"Liberal","Liberal",1,0,0
"1318","jan 13_2",0,2,61,3.6,0,2,"Yes",1,1529,0,0,"R_2WN272agqEOO9Kp",0,"Moderate","Liberal",0,0,0
"1319","jan 13_2",0,1,63,1.5,1,3,"Yes",1,1360,3,1,"R_2QibdyovEJgfoEi",0,"Conservative","Liberal",0,0,0
"1320","jan 13_2",0,3,55,3,1,0,"No",3,1525,2,1,"R_3nHhPDtOqFJof52",0,"Conservative","Liberal",0,0,0
"1321","jan 13_2",1,7,41,4.1,1,0,"No",3,1188,0,0,"R_QmlZH5c3qpU1YFX",0,"Moderate","Liberal",0,1,0
"1323","jan 13_2",0,4,19,3.8,0,3,"No",1,1754,2,0,"R_12oisTxxe82Uitu",0,"Conservative","Liberal",0,0,0
"1324","jan 13_2",1,6,18,4.3,0,1,"No",0,1142,-2,0,"R_2eVZ9eu1miVbTBX",0,"Liberal","Liberal",1,1,0
"1325","jan 13_2",1,5,21,4.6,2,3,"No",1,673,-2,0,"R_2dX8uIWQpYWzExU",0,"Liberal","Liberal",1,1,0
"1326","jan 13_2",0,2,18,4.2,1,3,"No",1,1116,-2,1,"R_1hEakeXKKYKtRlj",0,"Liberal","Liberal",1,0,0
"1327","jan 13_2",0,4,54,4.5,2,1,"No",4,2850,-2,0,"R_2wLHmpgSE27DX6O",0,"Liberal","Liberal",1,0,0
"1328","jan 13_2",0,4,48,3.4,0,3,"Yes",1,1988,1,0,"R_2YkX2rMEfvRA0nh",0,"Conservative","Liberal",0,0,0
"1329","jan 13_2",1,5,35,3.8,1,0,"Yes",1,2786,-2,0,"R_PSz96NhbDhw2VPz",0,"Liberal","Liberal",1,1,0
"1330","jan 13_2",1,6,28,3.8,1,3,"No",3,1279,-1,1,"R_2XpxTMV2YfDbwPt",0,"Liberal","Liberal",1,1,0
"1331","jan 13_2",1,5,23,4.5,1,3,"No",1,690,-3,1,"R_3IZ5JOfG56CgC6u",0,"Liberal","Liberal",1,1,0
"1332","jan 13_2",1,6,55,3.4,0,1,"No",1,1194,-3,0,"R_1ILOHj6F9ghRFNG",0,"Liberal","Liberal",1,1,0
"1333","jan 13_2",0,4,35,4.1,0,0,"No",3,817,0,0,"R_3NW0l1LuLpCO5bO",0,"Moderate","Liberal",0,0,0
"1334","jan 13_2",1,6,67,3,3,2,"Yes",4,969,-3,0,"R_2fHeIY91zW0NVtU",0,"Liberal","Liberal",1,1,0
"1335","jan 13_2",1,6,68,4.5,1,3,"Yes",2,3637,-3,0,"R_1IXEq23I2TP5J2l",0,"Liberal","Liberal",1,1,0
"1336","jan 13_2",0,3,27,2.8,2,4,"No",4,578,1,0,"R_2SrgFpNoNcvZ3kM",0,"Conservative","Liberal",0,0,0
"1337","jan 13_2",1,7,60,3.8,0,1,"Yes",1,1411,0,0,"R_r8wY9lP2xp9kq89",0,"Moderate","Liberal",0,1,0
"1338","jan 13_2",0,4,33,3.1,3,1,"Yes",5,609,-2,1,"R_1HbZitqzQDlRoU7",0,"Liberal","Liberal",1,0,0
"1339","jan 13_2",0,5,29,4.7,2,0,"Yes",2,1882,-3,1,"R_2V8gRRDpjlIbUfg",0,"Liberal","Liberal",1,0,0
"1340","jan 13_2",0,4,51,3.6,1,0,"Yes",1,948,0,1,"R_25sWWINetSzTQiI",0,"Moderate","Liberal",0,0,0
"1341","jan 13_2",1,5,40,2.4,1,0,"No",2,1039,1,1,"R_3esk2S3eqtdYddu",0,"Conservative","Liberal",0,1,0
"1342","jan 13_2",0,2,65,2,0,1,"Not Sure",1,1057,0,1,"R_30ieUa4cTUfoZjk",0,"Moderate","Liberal",0,0,0
"1343","jan 13_2",0,4,58,2.5,0,3,"No",1,790,0,1,"R_6lfLT2NJndrMhup",0,"Moderate","Liberal",0,0,0
"1344","jan 13_2",0,5,66,2.8,1,1,"Not Sure",5,2381,0,1,"R_1MYbSXcJku1TQV5",0,"Moderate","Liberal",0,0,0
"1345","jan 13_2",0,3,45,4.1,0,1,"Yes",2,876,-1,1,"R_0qWuzWugrqzD1Jf",0,"Liberal","Liberal",1,0,0
"1346","jan 13_2",1,5,38,5,3,2,"No",3,807,0,1,"R_1OIvN1iaoKbazpm",0,"Moderate","Liberal",0,1,0
"1347","jan 13_2",0,4,38,3,0,0,"No",1,1086,0,1,"R_1NhaIg3BQr9DqVd",0,"Moderate","Liberal",0,0,0
"1348","jan 13_2",0,3,42,3,0,3,"No",2,1075,0,1,"R_3lE7IXYo9GMMGQA",0,"Moderate","Liberal",0,0,0
"1349","jan 13_2",0,4,42,3,0,3,"No",2,1075,0,1,"R_3lE7IXYo9GMMGQA",1,"Moderate","Liberal",0,0,1
"1350","jan 13_2",0,4,68,4.5,1,3,"Yes",2,3637,-3,0,"R_1IXEq23I2TP5J2l",1,"Liberal","Liberal",1,0,1
"1351","jan 13_2",1,5,27,2.8,2,4,"No",4,578,1,0,"R_2SrgFpNoNcvZ3kM",1,"Conservative","Liberal",0,1,1
"1352","jan 13_2",1,7,60,3.8,0,1,"Yes",1,1411,0,0,"R_r8wY9lP2xp9kq89",1,"Moderate","Liberal",0,1,1
"1353","jan 13_2",1,3,21,4.6,2,3,"No",1,673,-2,0,"R_2dX8uIWQpYWzExU",1,"Liberal","Liberal",1,1,1
"1354","jan 13_2",0,2,18,4.2,1,3,"No",1,1116,-2,1,"R_1hEakeXKKYKtRlj",1,"Liberal","Liberal",1,0,1
"1355","jan 13_2",1,7,54,4.5,2,1,"No",4,2850,-2,0,"R_2wLHmpgSE27DX6O",1,"Liberal","Liberal",1,1,1
"1356","jan 13_2",0,5,48,3.4,0,3,"Yes",1,1988,1,0,"R_2YkX2rMEfvRA0nh",1,"Conservative","Liberal",0,0,1
"1357","jan 13_2",1,5,35,3.8,1,0,"Yes",1,2786,-2,0,"R_PSz96NhbDhw2VPz",1,"Liberal","Liberal",1,1,1
"1358","jan 13_2",1,7,28,3.8,1,3,"No",3,1279,-1,1,"R_2XpxTMV2YfDbwPt",1,"Liberal","Liberal",1,1,1
"1359","jan 13_2",1,7,23,4.5,1,3,"No",1,690,-3,1,"R_3IZ5JOfG56CgC6u",1,"Liberal","Liberal",1,1,1
"1360","jan 13_2",1,6,55,3.4,0,1,"No",1,1194,-3,0,"R_1ILOHj6F9ghRFNG",1,"Liberal","Liberal",1,1,1
"1361","jan 13_2",0,3,35,4.1,0,0,"No",3,817,0,0,"R_3NW0l1LuLpCO5bO",1,"Moderate","Liberal",0,0,1
"1362","jan 13_2",1,6,67,3,3,2,"Yes",4,969,-3,0,"R_2fHeIY91zW0NVtU",1,"Liberal","Liberal",1,1,1
"1363","jan 13_2",1,6,29,4.7,2,0,"Yes",2,1882,-3,1,"R_2V8gRRDpjlIbUfg",1,"Liberal","Liberal",1,1,1
"1364","jan 13_2",1,4,51,3.6,1,0,"Yes",1,948,0,1,"R_25sWWINetSzTQiI",1,"Moderate","Liberal",0,1,1
"1365","jan 13_2",0,4,40,2.4,1,0,"No",2,1039,1,1,"R_3esk2S3eqtdYddu",1,"Conservative","Liberal",0,0,1
"1366","jan 13_2",0,4,33,3.1,3,1,"Yes",5,609,-2,1,"R_1HbZitqzQDlRoU7",1,"Liberal","Liberal",1,0,1
"1367","jan 13_2",0,3,58,2.5,0,3,"No",1,790,0,1,"R_6lfLT2NJndrMhup",1,"Moderate","Liberal",0,0,1
"1368","jan 13_2",1,5,66,2.8,1,1,"Not Sure",5,2381,0,1,"R_1MYbSXcJku1TQV5",1,"Moderate","Liberal",0,1,1
"1369","jan 13_2",0,2,45,4.1,0,1,"Yes",2,876,-1,1,"R_0qWuzWugrqzD1Jf",1,"Liberal","Liberal",1,0,1
"1370","jan 13_2",0,2,65,2,0,1,"Not Sure",1,1057,0,1,"R_30ieUa4cTUfoZjk",1,"Moderate","Liberal",0,0,1
"1371","jan 13_2",1,5,38,3,0,0,"No",1,1086,0,1,"R_1NhaIg3BQr9DqVd",1,"Moderate","Liberal",0,1,1
"1372","jan 13_2",0,2,38,5,3,2,"No",3,807,0,1,"R_1OIvN1iaoKbazpm",1,"Moderate","Liberal",0,0,1
"1373","jan 21_1",0,5,43,3.8,0,0,"No",4,12685,1,0,"R_WwD9IARwcnvdeU1",1,"Conservative","Conservative",1,0,1
"1374","jan 21_1",1,7,54,3.4,0,3,"No",4,757,2,0,"R_023sWjrJ2CWcKSB",1,"Conservative","Conservative",1,1,1
